userID;fecha
FakeUser42;12/01/2024_13:32
unixTimestamp;Timestamp;Situacion;Estado;BPM
1705063396,62288;659,58752;Test1;NONE;0
1705063401,63878;664,60345;Test1;NONE;0
1705063406,66089;669,62518;Test1;NONE;0
1705063411,68337;674,64758;Test1;NONE;0
1705063416,69682;679,66089;Test1;NONE;0
1705063421,71945;684,68384;Test1;NONE;0
1705063426,73836;689,70294;Test1;NONE;0
1705063431,76045;694,72516;Test1;NONE;0
1705063436,78235;699,74701;Test1;NONE;0
1705063441,79293;704,75775;Test1;NONE;0
1705063446,81502;709,77942;Test1;NONE;0
1705063451,83868;714,80322;Test1;NONE;0
1705063456,86042;719,82452;Test1;NONE;0
1705063461,87098;724,83502;Test1;NONE;0
1705063466,89209;729,85699;Test1;NONE;0
1705063471,92100;734,88531;Test1;NONE;0
1705063476,93828;739,90247;Test1;NONE;0
1705063481,94841;744,91321;Test1;NONE;0
1705063486,96949;749,93427;Test1;NONE;0
1705063491,98718;754,95197;Test1;NONE;0
1705063497,01373;759,97870;Test1;NONE;0
1705063502,02575;764,99060;Test1;NONE;0
1705063507,04866;770,01294;Test1;NONE;0
1705063512,06942;775,03430;Test1;NONE;0
1705063517,09236;780,05634;Test1;NONE;0
1705063522,10345;785,06812;Test1;NONE;0
1705063527,12605;790,09058;Test1;NONE;0
1705063532,14822;795,11249;Test1;NONE;0
1705063537,17000;800,13409;Test1;NONE;0
1705063542,18114;805,14587;Test1;NONE;0
1705063547,20586;810,17010;Test1;NONE;0
1705063552,22515;815,19000;Test1;NONE;0
1705063557,24758;820,21210;Test1;NONE;0
1705063562,25851;825,22314;Test1;NONE;0
1705063567,28086;830,24500;Test1;NONE;0
1705063572,30260;835,26733;Test1;NONE;0
1705063577,32496;840,28937;Test1;NONE;0
1705063582,33534;845,29987;Test1;NONE;0
1705063587,35616;850,32031;Test1;NONE;0
1705063592,38041;855,34436;Test1;NONE;0
1705063597,40215;860,36652;Test1;NONE;0
1705063602,41335;865,37732;Test1;NONE;0
1705063607,43518;870,39935;Test1;NONE;0
1705063612,45753;875,42230;Test1;NONE;0
1705063617,47975;880,44409;Test1;NONE;0
1705063622,49083;885,45490;Test1;NONE;0
1705063627,51187;890,47668;Test1;NONE;0
1705063632,53374;895,49908;Test1;NONE;0
1705063637,55602;900,52081;Test1;NONE;0
1705063642,56889;905,53308;Test1;NONE;0
1705063647,58937;910,55420;Test1;NONE;0
1705063652,61169;915,57648;Test1;NONE;0
1705063657,63494;920,59888;Test1;NONE;0
1705063662,64583;925,61078;Test1;NONE;0
1705063667,66738;930,63226;Test1;NONE;0
1705063672,68878;935,65363;Test1;NONE;0
1705063677,71162;940,67609;Test1;NONE;0
1705063682,72351;945,68787;Test1;NONE;0
1705063687,74613;950,71039;Test1;NONE;0
1705063692,76800;955,73218;Test1;NONE;0
1705063697,78869;960,75360;Test1;NONE;0
1705063702,81184;965,77582;Test1;NONE;0
1705063707,82390;970,78784;Test1;NONE;0
1705063712,84527;975,81000;Test1;NONE;0
1705063717,86721;980,83185;Test1;NONE;0
1705063722,88522;985,84949;Test1;NONE;0
1705063727,90030;990,86487;Test1;NONE;0
1705063732,92279;995,88757;Test1;NONE;0
1705063737,94350;1000,90887;Test1;NONE;0
1705063742,96727;1005,93134;Test1;NONE;0
1705063747,97791;1010,94275;Test1;NONE;0
1705063753,00015;1015,96442;Test1;NONE;0
1705063758,02242;1020,98651;Test1;NONE;0
1705063763,05061;1026,01489;Test1;NONE;0
1705063768,05517;1031,01965;Test1;NONE;0
1705063773,07654;1036,04126;Test1;NONE;0
1705063778,09994;1041,06433;Test1;NONE;0
1705063783,12172;1046,08630;Test1;NONE;0
1705063788,14382;1051,10852;Test1;NONE;0
1705063793,15388;1056,11890;Test1;NONE;0
1705063798,17646;1061,14075;Test1;NONE;0
1705063803,19967;1066,16394;Test1;NONE;0
1705063808,22065;1071,18567;Test1;NONE;0
1705063813,23184;1076,19617;Test1;NONE;0
1705063818,25334;1081,21814;Test1;NONE;0
1705063823,27614;1086,24036;Test1;NONE;0
1705063828,28808;1091,25232;Test1;NONE;0
1705063833,30914;1096,27405;Test1;NONE;0
1705063838,33171;1101,29602;Test1;NONE;0
1705063843,35361;1106,31787;Test1;NONE;0
1705063848,36520;1111,32971;Test1;NONE;0
1705063853,38763;1116,35181;Test1;NONE;0
1705063858,40848;1121,37317;Test1;NONE;0
1705063863,43094;1126,39539;Test1;NONE;0
1705063868,45272;1131,41748;Test1;NONE;0
1705063873,46515;1136,42969;Test1;NONE;0
1705063878,48747;1141,45227;Test1;NONE;0
1705063883,50829;1146,47290;Test1;NONE;0
1705063888,53089;1151,49512;Test1;NONE;0
1705063893,54259;1156,50720;Test1;NONE;0
1705063898,56393;1161,52930;Test1;NONE;0
1705063903,58724;1166,55151;Test1;NONE;0
1705063908,60817;1171,57275;Test1;NONE;0
1705063913,62064;1176,58484;Test1;NONE;0
1705063918,64218;1181,60657;Test1;NONE;0
1705063923,66441;1186,62878;Test1;NONE;0
1705063928,68662;1191,65076;Test1;NONE;0
1705063933,70489;1196,66931;Test1;NONE;0
1705063938,71982;1201,68384;Test1;NONE;0
1705063943,74141;1206,70581;Test1;NONE;0
1705063948,76346;1211,72778;Test1;NONE;0
1705063953,77377;1216,73840;Test1;NONE;0
1705063958,79606;1221,76025;Test1;NONE;0
1705063963,81781;1226,78320;Test1;NONE;0
1705063968,84086;1231,80505;Test1;NONE;0
1705063973,86301;1236,82776;Test1;NONE;0
1705063978,87349;1241,83813;Test1;NONE;0
1705063983,89640;1246,86047;Test1;NONE;0
1705063988,91859;1251,88342;Test1;NONE;0
1705063993,94091;1256,90564;Test1;NONE;0
1705063998,95031;1261,91492;Test1;NONE;0
1705064003,97287;1266,93713;Test1;NONE;0
1705064008,99431;1271,95898;Test1;NONE;0
1705064014,01780;1276,98218;Test1;NONE;0
1705064019,02783;1281,99243;Test1;NONE;0
1705064024,04864;1287,01343;Test1;NONE;0
1705064029,07265;1292,03735;Test1;NONE;0
1705064034,09539;1297,05945;Test1;NONE;0
1705064039,11835;1302,08301;Test1;NONE;0
1705064044,12766;1307,09253;Test1;NONE;0
1705064049,15003;1312,11511;Test1;NONE;0
1705064054,17324;1317,13770;Test1;NONE;0
